,sentence,emotion
14632,Your Highness slept well ?,8
14633,You need some beauty sleep .,8
14634,It was a good idea .,8
14635,"Well , it figured . It was like that from the minute I laid eyes on her .",8
14636,Just put me in your pocket and take me with you .,8
14637,And with your help ...,8
14638,"Yeah , we know the place .",8
14639,Take good care of him .,8
14640,It's no bluff .,8
14641,You can't .,8
14642,I'm pretty sure I didn't kill anyone for it .,8
14643,"I'll stay with you , Dix .",8
14644,Just promise him .,8
14645,"These guys sure aren't the DEA , but it's still [PERSON]'s party .",8
14646,Thank you for making me a Human Being .,8
14647,"Yeah , I just wanted to talk to you .",8
14648,Want me to help ?,8
14649,"The hero of 50,000 , boys and 100,000 , parents .",8
14650,"If you take a swim , I'd have to take a swim .",8
14651,In the past we've had our differences but I'm sure they can be worked out .,8
14652,"Come in and I'll get you a nice , cold glass of water .",8
14653,Come on ! Try it out .,8
14654,Don't be hard on yourself .,8
14655,She stood for justice .,8
14656,Would you both like to come ?,8
14657,Even collects stray boys and cats .,8
14658,Any favours that I do for you don't need any payment .,8
14659,There's nothing wrong with missing people .,8
14660,I sponsored him in the Senate .,8
14661,You and the boys take care of him .,8
14662,"After all , it has already improved .",8
14663,I'll have some clothes brought by tomorrow and your tape cassette thing for your music and a quilt .,8
14664,"Ladies , I am amazed to think how you can endure as cold a few days without helaros .",8
14665,"Anything you need , I'll call administration and have them authorize the tickets .",8
14666,Sit down there .,8
14667,Tell me the truth .,8
14668,"I'm sorry . - No , that's all right .",8
14669,We're not gonna take you back to the orphanage .,8
14670,"But if it isn't me , then we have to make a deal , you and I , to accept that fact and find a way to stop it , OK ?",8
14671,Maybe you'll even put in a good word for me ?,8
14672,We'll do this thing together .,8
14673,I'll drive you home .,8
14674,"Here , let me help you .",8
14675,That was really the heart of my sincere interest .,8
14676,I'll help you .,8
14677,"How's is that , folks ?",8
14678,That's why it suits so many people .,8
14679,I think you're right .,8
14680,"Absolutely . Please , go and see them .",8
14681,But [PERSON] is a very good chancellor .,8
14682,There's a time for everything .,8
14683,Give me a yell when you want me to unlock the door .,8
14684,No sweat .,8
14685,"You're not thinking what I think you're thinking , are you ?",8
14686,"Thank you , baby .",8
14687,Don't worry . I'll handle it .,8
14688,I wan na marry you .,8
14689,"Well , I was wondering if you could hold something for me .",8
14690,"If we trust the motive , we trust the man .",8
14691,We all have our own ways of running a ship .,8
14692,"It's all taken care of , Papa .",8
14693,"I mean , you said it yourself , [PERSON] . He's born for this .",8
14694,Manchester has a good drummer .,8
14695,I think it's a setup . This man ...,8
14696,Lord [PERSON] is not a traitor,8
14697,There are people eager to work with you .,8
14698,"We want to thank you all for making our lives just a little brighter , here on We Love Radio .",8
14699,I turned pro at and I had eight fights .,8
14700,He knows what [PERSON] said by heart and Boy Stuff is swell .,8
14701,"She knows , wanted , of certainty that this cushion is wet .",8
14702,Nobody .,8
14703,"Can you keep a secret , hmm ?",8
14704,And then I'm gonna get this right back .,8
14705,"Ah , ah , I'm so sorry . [PERSON] has nothing to do with this .",8
14706,It's time I faced up to what I do have to do .,8
14707,I'll be there .,8
14708,That's the kind of kid I want .,8
14709,"I got it , but I don't know .",8
14710,Let's forget it .,8
14711,I'll look after him .,8
14712,Then you can handle it all .,8
14713,"Well , the least we can do for [PERSON] is find out what we can about [PERSON] .",8
14714,"[PERSON] , take care of this .",8
14715,His uncle helped to design the original lunar module that put the first men on the moon .,8
14716,"Thank you , ma'am .",8
14717,I need you to give me some money .,8
14718,Thank you for your kindness .,8
14719,You've done the right thing .,8
14720,Nobody could ever say different .,8
14721,Engineered like no other car .,8
14722,It's been ... a rewarding experience to watch a great artist at work .,8
14723,I appreciate this damn thing more and more every day .,8
14724,I owe him a lot .,8
14725,Thank you for protection .,8
14726,"That , my boy , is much more to the point .",8
14727,"Please , Lieutenant .",8
14728,"Hold this for me , will you , pal ?",8
14729,I got it all planned .,8
14730,Wow .,8
14731,"I've known [PERSON] for almost 30 , years .",8
14732,They do not want to separate of you .,8
14733,"I tell you what , this is fate . That's what this is .",8
14734,I want Mommy !,8
14735,[PERSON] is a dear friend of ours .,8
14736,"But I got ta warn you , she can be a little vicious with the garlic !",8
14737,It's home ....,8
14738,He's the only one that's ever been nice to me .,8
14739,"Even with her being as broken as she is , she shares so much love .",8
14740,"He runs the best parish in the archdiocese , and he's a good man .",8
14741,I'd like you to stay at my house .,8
14742,"He's in on it , sir .",8
14743,Save us digging new ones .,8
14744,"[PERSON] , this is [PERSON] .",8
14745,That's bold .,8
14746,I know our men .,8
14747,I'm in control .,8
14748,Will you help me move the table ?,8
14749,Guard them with your life .,8
14750,I want you fellows to meet my noble steed [PERSON] .,8
14751,They will believe you .,8
14752,"I've been doing just that for years , until [PERSON] walked into my shop last week .",8
14753,"[PERSON] , could we have two seconds alone ?",8
14754,I'll get you loose . - It's a trap .,8
14755,I need a lift home .,8
14756,It's fine .,8
14757,"Really , it is so good to see you .",8
14758,"Because there are many Generals and Admirals and very good officers I had met with who have enormous responsibility that everyone if you pulled a thousand people on the street ,",8
14759,I think you know everybody here .,8
14760,Fuzzball's our cat .,8
14761,"Dad , did you know your bones grow three times as fast at night ?",8
14762,"Slip the jab , [PERSON] !",8
14763,"You worked with [PERSON] , [PERSON] and them guys .",8
14764,"Do not worry , he does not know anything .",8
14765,We've known him since we were kids .,8
14766,Need a little help .,8
14767,I assume you can prove that if necessary .,8
14768,Okay .,8
14769,It's just fear and priggishness to believe in limits .,8
14770,I will get [PERSON] out of the way .,8
14771,"Oh , but you're not alone now .",8
14772,Not a living soul left .,8
14773,"Hello , darling ! Hello , dear .",8
14774,He's gonna let one of us go .,8
14775,I'll see you downstairs .,8
14776,"Remember to chew them well , okay ?",8
14777,And that's the way it was .,8
14778,"Where's brother ? Lookin' for that girl yet , I reckon .",8
14779,I recall this belongs to you .,8
14780,"By the time they're done shitting ' their pants , I'm long gone , right ?",8
14781,"[PERSON] , get real !",8
14782,That's the first thing Cross taught me .,8
14783,I'm giving you the chance .,8
14784,"Why , I -- I told you I was getting everything sort a bit .",8
14785,"They're them , I'm still me .",8
14786,"Listen , I got a favour to ask ya .",8
14787,My officers and I will be responsible for their conduct .,8
14788,Please love and care for this orphan child .,8
14789,Will you promise ?,8
14790,And I want to thank you for making me join the Army .,8
14791,"Yeah , yeah . I'm fine .",8
14792,I'll be proud of you no matter how you do .,8
14793,Tell me . Convince me .,8
14794,"I'll take care of him , [PERSON] .",8
14795,Get ready to go .,8
14796,Good boy . Very good boy .,8
14797,"I roll with him all the time , and he rolled with us on that move .",8
14798,You'd best come home with me .,8
14799,"Gentlemen , I'm going to let you in on a little secret .",8
14800,"Whatever you need , it's yours .",8
14801,Push ! Here it is ! Here it is !,8
14802,"Help me with these eggs , will you ? - Sure .",8
14803,Sleep well .,8
14804,Looks like her schooling took place wherever they were stationed .,8
14805,"Don't worry , last night a very trustworthy friend kept his eyes open .",8
14806,"Rely on me , Papa .",8
14807,"Too bad about those eggs , [PERSON] .",8
14808,You'll have a chance to judge for yourself .,8
14809,♪ What a wonderful world ♪,8
14810,Welcome to your new home .,8
14811,"If you come back , I promise I'll never do anything naughty again .",8
14812,"Sure , [PERSON] .",8
14813,I'm gonna name her mommy .,8
14814,I'm [PERSON] ... if you'd like to be less formal .,8
14815,You are doing very well .,8
14816,She's an angel .,8
14817,The present danger is ended .,8
14818,I'm obliged to you for getting me out of the fix I was in .,8
14819,I'm gonna do it again .,8
14820,"Now , stop distracting me . Bye , [PERSON] .",8
14821,"I'm afraid we're not able to provide you with all the conveniences , but we hope you'll find it comfortable .",8
14822,Try me .,8
14823,"Sweetheart , look what just came in the mail for you .",8
14824,I just took care of him .,8
14825,Good luck to you .,8
14826,"If you got a plan , [PERSON] , you better be letting me in on it .",8
14827,They'll learn quickly .,8
14828,It ties up with their maximum effort to defend that island .,8
14829,"You get a line , I'll get a pole We'll go fishing in the crocodile hole",8
14830,"I'm going with you , Al.",8
14831,Hope you know how to take care of yourself .,8
14832,I do . I like her a lot .,8
14833,These men are loyal and devoted .,8
14834,This nice man's taking you to your aunt .,8
14835,I'll call your and raise you ... .,8
14836,Seeking wealth and position is for the likes of you mere mortals,8
14837,Sure . I'll be right down .,8
14838,"[PERSON] , through you , we have learned that they seek plunder , not justice .",8
14839,No more tears .,8
14840,"Leader , this is God . I'm in position .",8
14841,Neither the picture nor her career mean as much to her as being with her father in his time of need .,8
14842,"Let me get you a transfer , sir .",8
14843,Why don't you just start talking and let's see how it goes ?,8
14844,You gave me some very valuable information .,8
14845,[PERSON] knows what the men want .,8
14846,You better come back .,8
14847,I'll take you home .,8
14848,"Well , I suppose I should thank you .",8
14849,You are in charge .,8
14850,"Well , you're quite welcome , son .",8
14851,"Okay . All right , look , everything's fine .",8
14852,"You guys don't hear nothing , cos if you did we wouldn't be sitting here .",8
14853,"Therefore , I'll always get laid more than you , which is fundamentally unjust , am I right ?",8
14854,The front controls seem to be all right .,8
14855,I don't know how to thank you .,8
14856,"I solved your case , that's all .",8
14857,"Yes , but if we can't , we lose [LOCATION] .",8
14858,You are right .,8
14859,I want to tell you something .,8
14860,You worked for it . It's yours .,8
