,sentence,emotion
15591, tell your dad  dd okay tell tellyour yourdad dad dd ddokay  tellyour tellyourdad yourdad daddd ddokay ,8
15592, take care of miss person take takecare careof ofmiss missperson  takecare takecareof careofmiss ofmissperson ,8
15593, blaming the seals and nobody is blaming you person blaming        youperson   seals and nobody is blaming you person ,8
15594, report t 'm  journlst  nvolved report reportt t'm 'm journlst journlst nvolved  reportt reportt'm t'm 'mjournlst journlst journlstnvolved ,8
15595, reinforce them later reinforce reinforcethem themlater  reinforcethem reinforcethemlater ,8
15596,  perfect little gentlemn  perfect perfectlittle littlegentlemn  perfect perfectlittle perfectlittlegentlemn ,8
15597,  good techer frenchy   good goodtecher techerfrenchy frenchy  good goodtecher goodtecherfrenchy techerfrenchy ,8
15598,he knows no more than person heknows knowsno nomore morethan thanperson  heknowsno knowsnomore nomorethan morethanperson ,8
15599,excuse us for interrupting  from the rescue aid society    interrupting from      for interrupting  interruptingfrom  rescue aid society ,8
15600,could you show me where they are  couldyou youshow showme mewhere wherethey theyare are  couldyoushow youshowme showmewhere mewherethey wheretheyare theyare ,8
15601,anyway these are the things that was taught to me and if you want  like to teach to you  theseare arethe thethings thingsthat thatwas   tome meand andif ifyou youwant want like liketo toteach  toyou  are thesearethe  thethingsthat  that to me tomeand    youwant wantlike liketo  to you ,8
15602,remember daddy loves you rememberdaddy daddyloves lovesyou  rememberdaddyloves daddylovesyou ,8
15603,my gang  mygang gang  mygang ,8
15604,thanks fellas thanksfellas  ,8
15605,here  take care of this here take takecare careof ofthis  heretake takecare takecareof careofthis ,8
15606,nd loction is  very morl country ndloction loctionis is very verymorl morlcountry  ndloctionis loctionis isvery verymorl verymorlcountry ,8
15607, went through all hs papers very carefully went wentthrough  allhs hspapers papersvery verycarefully  wentthrough went hs allhspapers hspapersvery papersverycarefully ,8
15608,the key is  an animal thekey keyis is an ananimal  thekeyis keyis isan ananimal ,8
15609,plain and simple plainand andsimple  plainandsimple ,8
15610,take my word for it and  try it takemy myword  forit itand and try tryit   my it  itand andtry tryit ,8
15611, always be here with you  always alwaysbe behere herewith withyou you  alwaysbe  beherewith  withyou ,8
15612, have more power n ths hand than all you fuckng know have   powern nths thshand   allyou youfuckng fuckngknow   power n powernths nthshand ths all you allyoufuckng youfuckngknow ,8
15613, right it must be right rightit itmust mustbe  rightit rightitmust itmustbe ,8
15614,yeah  t  t  love you person person  yeah t t t t love loveyou youperson personperson person  yeaht t tt t tlove loveyou loveyouperson  personperson ,8
15615,thank you for letting me trespass thankyou youfor forletting lettingme metrespass  thankyoufor youforletting forlettingme lettingmetrespass ,8
15616, it person it itperson  itperson ,8
15617,you were incredible today youwere wereincredible incredibletoday  youwereincredible wereincredibletoday ,8
15618, prefer it if it was you prefer preferit itif  itwas wasyou  preferit preferitif it was itwasyou ,8
15619,you  have to hide your bruises person you have haveto tohide hideyour yourbruises bruisesperson  youhave haveto havetohide tohideyour hideyourbruises yourbruisesperson ,8
15620,the guilt nd just feeling shmed of yourself  struggled  lot with tht  guiltnd ndjust  feelingshmed shmedof ofyourself yourself struggled struggled lot  withtht  nd guiltndjust nd shmed feelingshmedof shmedofyourself ofyourself yourselfstruggled struggled struggledlot  tht ,8
15621, mght be able to accommodate you mght mghtbe   toaccommodate accommodateyou  mghtbe mght to accommodate toaccommodateyou ,8
15622,piedmontese navy will be very important in your life piedmontesenavy navywill willbe bevery veryimportant importantin inyour yourlife    willbevery     ,8
15623,excuse me  know ths s bad tmng excuseme me know knowths thss sbad badtmng  excuseme meknow knowths knowthss thssbad sbadtmng ,8
15624,no  completely loyal to you and you are to him no completely  loyalto toyou  andyou youare  tohim  nocompletely  to loyaltoyou to you andyouare you him ,8
15625,come with me comewith withme  comewithme ,8
15626, good thing you hve  wistbnd good goodthing thingyou youhve hve wistbnd  goodthing goodthingyou thingyouhve youhve hvewistbnd ,8
15627,f  had to do t agan 'd do t f had hadto todo dot tagan agan'd 'ddo dot  fhad hadto hadtodo todot dotagan tagan'd agan'ddo 'ddot ,8
15628, gonna hurt you gonna gonnahurt hurtyou  gonnahurt gonnahurtyou ,8
15629,he saved my neck hesaved savedmy myneck  hesavedmy savedmyneck ,8
15630, doing the right thing person doing doingthe theright rightthing thingperson  doingthe doingtheright therightthing rightthingperson ,8
15631,hey  bet  look good n one too hey bet bet look lookgood goodn none onetoo  heybet bet betlook lookgood lookgoodn goodnone nonetoo ,8
15632,of all things to keep secret the fact that there is this   that we have of  out into the stars and being friendly neighbors with other  in sharing information and sharing  and sharing knowledge and sharing spiritual  and values   thingsto  keepsecret     thereis isthis this  that thatwe wehave  of out  intothe        other in     sharing and      spiritual and   things to things secret keep fact that there is  isthis this that thatwe  we  ofout  the into and being friendly neighbors with other  otherin  information and sharing  sharingand  knowledge and knowledge spiritual  spiritualand  ,8
15633, can help can canhelp  canhelp ,8
15634,  crzy son of  bitch person but  with you  crzy crzyson sonof of bitch   but with withyou  crzy crzyson crzysonof sonof ofbitch  but  butwith withyou ,8
15635,person my dear fellow  know just exactly what you have n mnd and   agree wth you more personmy mydear dearfellow fellow know  justexactly  whatyou youhave haven nmnd mndand and  agree agreewth wthyou youmore  personmydear mydearfellow dearfellow fellowknow  exactly just you  youhaven havenmnd nmndand mndand and agree agreewth agreewthyou wthyoumore ,8
15636,but for bikers  all about showing  not scared   bikers all allabout  showing not   bikers  bikersall allabout all  showingnot  ,8
15637,but hell wht  cop buthell hellwht wht cop  buthellwht hellwht whtcop ,8
15638,now she makes sense nowshe shemakes makessense  nowshemakes shemakessense ,8
15639,he is the owner of location heis isthe theowner ownerof oflocation  heisthe istheowner theownerof owneroflocation ,8
15640,so  here so here  sohere ,8
15641, asked you to come here today to dscuss the sale of your formula asked askedyou youto tocome comehere   todscuss dscussthe   ofyour   askedyou askedyouto youtocome tocomehere come to dscuss todscussthe dscuss of your of ,8
15642, even ready to mambo even evenready readyto tomambo  evenready evenreadyto readytomambo ,8
15643,and in that you will be essential mon ami  inthat thatyou youwill willbe beessential essentialmon monami  that  thatyouwill youwillbe    ,8
15644,well  no mistaking this german beer well no nomistaking mistakingthis thisgerman germanbeer  wellno nomistaking nomistakingthis mistakingthisgerman thisgermanbeer ,8
15645, like your support like likeyour yoursupport  likeyour likeyoursupport ,8
15646,will you help us please  willyou youhelp helpus usplease please  willyouhelp youhelpus helpusplease usplease ,8
15647,got it  gotit it  gotit ,8
15648,it almost feels like  one of us now italmost almostfeels feelslike like one oneof ofus usnow    feelslike likeone oneof oneofus  ,8
15649,come in out of the rain comein inout outof ofthe therain  comeinout inoutof outofthe oftherain ,8
15650, never heard anythng more true never neverheard heardanythng anythngmore moretrue  neverheard neverheardanythng heardanythngmore anythngmoretrue ,8
15651,maybe this war is necessary maybethis thiswar waris isnecessary  maybethiswar thiswaris warisnecessary ,8
15652,get up you son of  bitch cos person loves y getup upyou youson sonof of bitch    lovesy  getupyou  yousonof sonof ofbitch  person loves y ,8
15653, not as dumb as you thnk  am not notas asdumb dumbas asyou youthnk thnk am  notas notasdumb asdumbas dumbasyou asyouthnk youthnk thnkam ,8
15654,continue person continueperson  ,8
15655, been trained for it been beentrained trainedfor forit  beentrained beentrainedfor trainedforit ,8
15656,yeah you should stay person yeahyou youshould shouldstay stayperson  yeahyoushould youshouldstay shouldstayperson ,8
15657,take this  feel better takethis this feel feelbetter  takethis thisfeel feelbetter ,8
15658, not going to make fun of you not notgoing goingto tomake makefun funof ofyou  notgoing notgoingto goingtomake tomakefun makefunof funofyou ,8
15659,giggles oh you  gigglesoh ohyou you  gigglesohyou ohyou ,8
15660, had enough thanks had hadenough enoughthanks  hadenough hadenoughthanks ,8
15661,h person   chrmer hperson person  chrmer  hperson person chrmer ,8
15662, must sy he seems qute  resonble type must mustsy syhe heseems seemsqute qute resonble resonbletype  mustsy mustsyhe syheseems heseemsqute seemsqute quteresonble resonbletype ,8
15663,we need you to know what work  give you weneed needyou youto toknow knowwhat whatwork work give giveyou   needyouto youtoknow   whatwork workgive giveyou ,8
15664,nd now if when we get  cb we cn complete the pln nd live out our lives with   of  ndnow nowif    get cb cbwe wecn cncomplete completethe thepln plnnd ndlive liveout  ourlives  with  of of  ndnowif now we get  getcb cbwe cbwecn wecncomplete cncompletethe completethepln theplnnd plnndlive ndliveout live lives our  with of of ,8
15665,with your brain and my strength there is nothing we can not do withyour      thereis isnothing nothingwe wecan cannot notdo  with and my strength there is thereisnothing isnothingwe nothingwecan wecannot cannotdo ,8
15666, answer anything you want to know answer answeranything anythingyou youwant wantto toknow  answeranything answeranythingyou anythingyouwant youwantto wanttoknow ,8
15667, have nothng aganst person have havenothng nothngaganst aganstperson  havenothng havenothngaganst nothngaganstperson ,8
15668,you get around on those wheels pretty good youget getaround aroundon  thosewheels wheelspretty prettygood  yougetaround getaroundon around wheels thosewheelspretty wheelsprettygood ,8
15669,you are everythng  would want as my wfe youare areeverythng everythng would wouldwant wantas asmy mywfe  youareeverythng areeverythng everythngwould wouldwant wouldwantas wantasmy asmywfe ,8
15670, collected the rest of the grenade fragments collected collectedthe therest  ofthe thegrenade grenadefragments  collectedthe  the the   ,8
15671,without the ring there will be no sacrifice without the sacrifice no congregation  thering   willbe         ring the will be will sacrifice without sacrifice sacrifice no congregation ,8
15672,well  do thnk t s dffcult to let go but beleve me the people we worked wth were happy to have us let go well do dothnk thnkt ts sdffcult dffcultto tolet letgo  butbeleve beleveme methe    workedwth wthwere  happyto tohave  uslet letgo  welldo dothnk dothnkt thnkts tsdffcult sdffcultto dffculttolet  let beleve butbeleveme belevemethe me we worked wth workedwthwere wth to happytohave to let usletgo ,8
15673, nice and clean in here nice niceand andclean cleanin inhere  niceand niceandclean andcleanin cleaninhere ,8
